basis,scan coordinate,method,state index,spin multiplicity,spin type,energy (Hartree)
cc-pvdz,-0.29999999999999993,LDA,19,1,INVARIANT_MIX,-152.09778278621275
cc-pvdz,-0.29999999999999993,LDA,20,1,INVARIANT_MIX,-152.05299277941
cc-pvdz,-0.19999999999999996,LDA,1,1,INVARIANT_MIX,-153.08031604195483
cc-pvdz,-0.19999999999999996,LDA,1,3,INVARIANT_MIX,-153.06507814387237
cc-pvdz,-0.19999999999999996,LDA,2,3,INVARIANT_MIX,-153.06507814387226
cc-pvdz,-0.19999999999999996,LDA,3,3,INVARIANT_MIX,-153.06507814387214
cc-pvdz,-0.19999999999999996,LDA,2,1,INVARIANT_MIX,-152.99826639523124
cc-pvdz,-0.19999999999999996,LDA,4,3,INVARIANT_MIX,-152.96046880012156
cc-pvdz,-0.19999999999999996,LDA,5,3,INVARIANT_MIX,-152.96046880012142
cc-pvdz,-0.19999999999999996,LDA,6,3,INVARIANT_MIX,-152.96046880012136
cc-pvdz,-0.19999999999999996,LDA,3,1,INVARIANT_MIX,-152.94465511367633
cc-pvdz,-0.19999999999999996,LDA,7,3,INVARIANT_MIX,-152.93952351394404
cc-pvdz,-0.19999999999999996,LDA,8,3,INVARIANT_MIX,-152.9395235139439
cc-pvdz,-0.19999999999999996,LDA,9,3,INVARIANT_MIX,-152.93952351394384
cc-pvdz,-0.19999999999999996,LDA,1,5,INVARIANT_MIX,-152.85270957149316
cc-pvdz,-0.19999999999999996,LDA,2,5,INVARIANT_MIX,-152.85270957149314
cc-pvdz,-0.19999999999999996,LDA,3,5,INVARIANT_MIX,-152.8527095714931
cc-pvdz,-0.19999999999999996,LDA,4,5,INVARIANT_MIX,-152.85270957149308
cc-pvdz,-0.19999999999999996,LDA,5,5,INVARIANT_MIX,-152.852709571493
cc-pvdz,-0.19999999999999996,LDA,10,3,INVARIANT_MIX,-152.77857742213857
cc-pvdz,-0.19999999999999996,LDA,11,3,INVARIANT_MIX,-152.7785774221385
cc-pvdz,-0.19999999999999996,LDA,12,3,INVARIANT_MIX,-152.7785774221385
cc-pvdz,-0.19999999999999996,LDA,4,1,INVARIANT_MIX,-152.77087788257933
cc-pvdz,-0.19999999999999996,LDA,13,3,INVARIANT_MIX,-152.7591545019647
cc-pvdz,-0.19999999999999996,LDA,14,3,INVARIANT_MIX,-152.75915450196456
cc-pvdz,-0.19999999999999996,LDA,15,3,INVARIANT_MIX,-152.75915450196425
cc-pvdz,-0.19999999999999996,LDA,5,1,INVARIANT_MIX,-152.74867163365988
cc-pvdz,-0.19999999999999996,LDA,6,1,INVARIANT_MIX,-152.7091025506659
cc-pvdz,-0.19999999999999996,LDA,7,1,INVARIANT_MIX,-152.69341644937435
cc-pvdz,-0.19999999999999996,LDA,16,3,INVARIANT_MIX,-152.67602594515074
cc-pvdz,-0.19999999999999996,LDA,17,3,INVARIANT_MIX,-152.67602594515054
cc-pvdz,-0.19999999999999996,LDA,18,3,INVARIANT_MIX,-152.6760259451503
cc-pvdz,-0.19999999999999996,LDA,8,1,INVARIANT_MIX,-152.66284920372377
cc-pvdz,-0.19999999999999996,LDA,19,3,INVARIANT_MIX,-152.61509156024974
cc-pvdz,-0.19999999999999996,LDA,20,3,INVARIANT_MIX,-152.61509156024974
cc-pvdz,-0.19999999999999996,LDA,21,3,INVARIANT_MIX,-152.6150915602496
cc-pvdz,-0.19999999999999996,LDA,22,3,INVARIANT_MIX,-152.60519718161044
cc-pvdz,-0.19999999999999996,LDA,23,3,INVARIANT_MIX,-152.60519718161024
cc-pvdz,-0.19999999999999996,LDA,24,3,INVARIANT_MIX,-152.60519718161
cc-pvdz,-0.19999999999999996,LDA,9,1,INVARIANT_MIX,-152.60423343294036
cc-pvdz,-0.19999999999999996,LDA,25,3,INVARIANT_MIX,-152.58575763921212
cc-pvdz,-0.19999999999999996,LDA,26,3,INVARIANT_MIX,-152.58575763921203
cc-pvdz,-0.19999999999999996,LDA,27,3,INVARIANT_MIX,-152.58575763921186
cc-pvdz,-0.19999999999999996,LDA,10,1,INVARIANT_MIX,-152.53175598968232
cc-pvdz,-0.19999999999999996,LDA,28,3,INVARIANT_MIX,-152.52908618817548
cc-pvdz,-0.19999999999999996,LDA,29,3,INVARIANT_MIX,-152.52908618817514
cc-pvdz,-0.19999999999999996,LDA,30,3,INVARIANT_MIX,-152.5290861881751
cc-pvdz,-0.19999999999999996,LDA,11,1,INVARIANT_MIX,-152.50159749153335
cc-pvdz,-0.19999999999999996,LDA,31,3,INVARIANT_MIX,-152.49687214547453
cc-pvdz,-0.19999999999999996,LDA,32,3,INVARIANT_MIX,-152.49687214547447
cc-pvdz,-0.19999999999999996,LDA,33,3,INVARIANT_MIX,-152.4968721454743
cc-pvdz,-0.19999999999999996,LDA,34,3,INVARIANT_MIX,-152.47584825571298
cc-pvdz,-0.19999999999999996,LDA,35,3,INVARIANT_MIX,-152.47584825571292
cc-pvdz,-0.19999999999999996,LDA,36,3,INVARIANT_MIX,-152.4758482557129
cc-pvdz,-0.19999999999999996,LDA,12,1,INVARIANT_MIX,-152.4458720577946
cc-pvdz,-0.19999999999999996,LDA,37,3,INVARIANT_MIX,-152.37902326169873
cc-pvdz,-0.19999999999999996,LDA,38,3,INVARIANT_MIX,-152.37902326169856
cc-pvdz,-0.19999999999999996,LDA,39,3,INVARIANT_MIX,-152.37902326169834
cc-pvdz,-0.19999999999999996,LDA,13,1,INVARIANT_MIX,-152.37218437722228
cc-pvdz,-0.19999999999999996,LDA,40,3,INVARIANT_MIX,-152.34953097897807
cc-pvdz,-0.19999999999999996,LDA,41,3,INVARIANT_MIX,-152.34953097897807
cc-pvdz,-0.19999999999999996,LDA,42,3,INVARIANT_MIX,-152.34953097897798
cc-pvdz,-0.19999999999999996,LDA,14,1,INVARIANT_MIX,-152.3480580118943
cc-pvdz,-0.19999999999999996,LDA,15,1,INVARIANT_MIX,-152.3438762027194
cc-pvdz,-0.19999999999999996,LDA,43,3,INVARIANT_MIX,-152.21394415965153
cc-pvdz,-0.19999999999999996,LDA,44,3,INVARIANT_MIX,-152.21394415965148
cc-pvdz,-0.19999999999999996,LDA,45,3,INVARIANT_MIX,-152.21394415965142
cc-pvdz,-0.19999999999999996,LDA,16,1,INVARIANT_MIX,-152.14811558025445
cc-pvdz,-0.19999999999999996,LDA,17,1,INVARIANT_MIX,-152.138816708635
cc-pvdz,-0.19999999999999996,LDA,18,1,INVARIANT_MIX,-152.13300312271102
cc-pvdz,-0.19999999999999996,LDA,19,1,INVARIANT_MIX,-152.09881493866334
cc-pvdz,-0.19999999999999996,LDA,20,1,INVARIANT_MIX,-152.05678049605754
cc-pvdz,-0.09999999999999998,LDA,1,1,INVARIANT_MIX,-153.0786045279331
cc-pvdz,-0.09999999999999998,LDA,1,3,INVARIANT_MIX,-153.06612900071713
cc-pvdz,-0.09999999999999998,LDA,2,3,INVARIANT_MIX,-153.06612900071715
cc-pvdz,-0.09999999999999998,LDA,3,3,INVARIANT_MIX,-153.06612900071696
cc-pvdz,-0.09999999999999998,LDA,2,1,INVARIANT_MIX,-153.00197966735115
cc-pvdz,-0.09999999999999998,LDA,4,3,INVARIANT_MIX,-152.9583271977109
cc-pvdz,-0.09999999999999998,LDA,5,3,INVARIANT_MIX,-152.95832719771073
cc-pvdz,-0.09999999999999998,LDA,6,3,INVARIANT_MIX,-152.9583271977105
cc-pvdz,-0.09999999999999998,LDA,3,1,INVARIANT_MIX,-152.9456898345932
cc-pvdz,-0.09999999999999998,LDA,7,3,INVARIANT_MIX,-152.94365419675253
cc-pvdz,-0.09999999999999998,LDA,8,3,INVARIANT_MIX,-152.94365419675245
cc-pvdz,-0.09999999999999998,LDA,9,3,INVARIANT_MIX,-152.94365419675245
cc-pvdz,-0.09999999999999998,LDA,1,5,INVARIANT_MIX,-152.85370200897597
cc-pvdz,-0.09999999999999998,LDA,2,5,INVARIANT_MIX,-152.85370200897577
cc-pvdz,-0.09999999999999998,LDA,3,5,INVARIANT_MIX,-152.85370200897563
cc-pvdz,-0.09999999999999998,LDA,4,5,INVARIANT_MIX,-152.8537020089756
cc-pvdz,-0.09999999999999998,LDA,5,5,INVARIANT_MIX,-152.85370200897555
cc-pvdz,-0.09999999999999998,LDA,10,3,INVARIANT_MIX,-152.77681422021547
cc-pvdz,-0.09999999999999998,LDA,11,3,INVARIANT_MIX,-152.77681422021536
cc-pvdz,-0.09999999999999998,LDA,12,3,INVARIANT_MIX,-152.77681422021521
cc-pvdz,-0.09999999999999998,LDA,4,1,INVARIANT_MIX,-152.7688872449713
cc-pvdz,-0.09999999999999998,LDA,13,3,INVARIANT_MIX,-152.76292298133035
cc-pvdz,-0.09999999999999998,LDA,14,3,INVARIANT_MIX,-152.76292298133015
cc-pvdz,-0.09999999999999998,LDA,15,3,INVARIANT_MIX,-152.76292298132998
cc-pvdz,-0.09999999999999998,LDA,5,1,INVARIANT_MIX,-152.75276748115152
cc-pvdz,-0.09999999999999998,LDA,6,1,INVARIANT_MIX,-152.7102841298941
cc-pvdz,-0.09999999999999998,LDA,7,1,INVARIANT_MIX,-152.68998223060817
cc-pvdz,-0.09999999999999998,LDA,16,3,INVARIANT_MIX,-152.67402467031383
cc-pvdz,-0.09999999999999998,LDA,17,3,INVARIANT_MIX,-152.67402467031368
cc-pvdz,-0.09999999999999998,LDA,18,3,INVARIANT_MIX,-152.67402467031354
cc-pvdz,-0.09999999999999998,LDA,8,1,INVARIANT_MIX,-152.668037864007
cc-pvdz,-0.09999999999999998,LDA,19,3,INVARIANT_MIX,-152.61535308191404
cc-pvdz,-0.09999999999999998,LDA,20,3,INVARIANT_MIX,-152.61535308191353
cc-pvdz,-0.09999999999999998,LDA,21,3,INVARIANT_MIX,-152.61535308191353
cc-pvdz,-0.09999999999999998,LDA,22,3,INVARIANT_MIX,-152.60657809757865
cc-pvdz,-0.09999999999999998,LDA,23,3,INVARIANT_MIX,-152.60657809757862
cc-pvdz,-0.09999999999999998,LDA,24,3,INVARIANT_MIX,-152.60657809757856
cc-pvdz,-0.09999999999999998,LDA,9,1,INVARIANT_MIX,-152.6018565450836
cc-pvdz,-0.09999999999999998,LDA,25,3,INVARIANT_MIX,-152.5898093753758
cc-pvdz,-0.09999999999999998,LDA,26,3,INVARIANT_MIX,-152.58980937537578
cc-pvdz,-0.09999999999999998,LDA,27,3,INVARIANT_MIX,-152.58980937537572
cc-pvdz,-0.09999999999999998,LDA,10,1,INVARIANT_MIX,-152.53267886939165
cc-pvdz,-0.09999999999999998,LDA,28,3,INVARIANT_MIX,-152.5303314861715
cc-pvdz,-0.09999999999999998,LDA,29,3,INVARIANT_MIX,-152.5303314861714
cc-pvdz,-0.09999999999999998,LDA,30,3,INVARIANT_MIX,-152.53033148617126
cc-pvdz,-0.09999999999999998,LDA,11,1,INVARIANT_MIX,-152.50606407879854
cc-pvdz,-0.09999999999999998,LDA,31,3,INVARIANT_MIX,-152.4953289658996
cc-pvdz,-0.09999999999999998,LDA,32,3,INVARIANT_MIX,-152.49532896589957
cc-pvdz,-0.09999999999999998,LDA,33,3,INVARIANT_MIX,-152.49532896589955
cc-pvdz,-0.09999999999999998,LDA,34,3,INVARIANT_MIX,-152.47933970482552
cc-pvdz,-0.09999999999999998,LDA,35,3,INVARIANT_MIX,-152.4793397048254
cc-pvdz,-0.09999999999999998,LDA,36,3,INVARIANT_MIX,-152.47933970482538
cc-pvdz,-0.09999999999999998,LDA,12,1,INVARIANT_MIX,-152.44648874466722
cc-pvdz,-0.09999999999999998,LDA,37,3,INVARIANT_MIX,-152.3759614821186
cc-pvdz,-0.09999999999999998,LDA,38,3,INVARIANT_MIX,-152.3759614821186
cc-pvdz,-0.09999999999999998,LDA,39,3,INVARIANT_MIX,-152.37596148211853
cc-pvdz,-0.09999999999999998,LDA,13,1,INVARIANT_MIX,-152.3691499314121
cc-pvdz,-0.09999999999999998,LDA,40,3,INVARIANT_MIX,-152.35452868629352
cc-pvdz,-0.09999999999999998,LDA,41,3,INVARIANT_MIX,-152.3545286862935
cc-pvdz,-0.09999999999999998,LDA,42,3,INVARIANT_MIX,-152.35452868629338
cc-pvdz,-0.09999999999999998,LDA,14,1,INVARIANT_MIX,-152.34880777250572
cc-pvdz,-0.09999999999999998,LDA,15,1,INVARIANT_MIX,-152.34833408165866
cc-pvdz,-0.09999999999999998,LDA,43,3,INVARIANT_MIX,-152.2148584070745
cc-pvdz,-0.09999999999999998,LDA,44,3,INVARIANT_MIX,-152.21485840707436
cc-pvdz,-0.09999999999999998,LDA,45,3,INVARIANT_MIX,-152.21485840707436
cc-pvdz,-0.09999999999999998,LDA,16,1,INVARIANT_MIX,-152.14884303900433
cc-pvdz,-0.09999999999999998,LDA,17,1,INVARIANT_MIX,-152.13856915558415
cc-pvdz,-0.09999999999999998,LDA,18,1,INVARIANT_MIX,-152.13535698837993
cc-pvdz,-0.09999999999999998,LDA,19,1,INVARIANT_MIX,-152.0990882175512
cc-pvdz,-0.09999999999999998,LDA,20,1,INVARIANT_MIX,-152.05943261427578
cc-pvdz,0.001,LDA,1,1,INVARIANT_MIX,-153.07725187920545
cc-pvdz,0.001,LDA,1,3,INVARIANT_MIX,-153.0666355242611
cc-pvdz,0.001,LDA,2,3,INVARIANT_MIX,-153.0666355242611
cc-pvdz,0.001,LDA,3,3,INVARIANT_MIX,-153.0666355242611
cc-pvdz,0.001,LDA,2,1,INVARIANT_MIX,-153.00426953895916
cc-pvdz,0.001,LDA,4,3,INVARIANT_MIX,-152.95560630053453
cc-pvdz,0.001,LDA,5,3,INVARIANT_MIX,-152.9556063005344
cc-pvdz,0.001,LDA,6,3,INVARIANT_MIX,-152.9556063005344
cc-pvdz,0.001,LDA,7,3,INVARIANT_MIX,-152.94715863300934
cc-pvdz,0.001,LDA,8,3,INVARIANT_MIX,-152.94715863300928
cc-pvdz,0.001,LDA,9,3,INVARIANT_MIX,-152.9471586330089
cc-pvdz,0.001,LDA,3,1,INVARIANT_MIX,-152.9461773737092
cc-pvdz,0.001,LDA,1,5,INVARIANT_MIX,-152.854022045645
cc-pvdz,0.001,LDA,2,5,INVARIANT_MIX,-152.85402204564497
cc-pvdz,0.001,LDA,3,5,INVARIANT_MIX,-152.85402204564494
cc-pvdz,0.001,LDA,4,5,INVARIANT_MIX,-152.8540220456447
cc-pvdz,0.001,LDA,5,5,INVARIANT_MIX,-152.85402204564465
cc-pvdz,0.001,LDA,10,3,INVARIANT_MIX,-152.77446642951938
cc-pvdz,0.001,LDA,11,3,INVARIANT_MIX,-152.77446642951932
cc-pvdz,0.001,LDA,12,3,INVARIANT_MIX,-152.7744664295193
cc-pvdz,0.001,LDA,4,1,INVARIANT_MIX,-152.76630198353735
cc-pvdz,0.001,LDA,13,3,INVARIANT_MIX,-152.7660642034883
cc-pvdz,0.001,LDA,14,3,INVARIANT_MIX,-152.76606420348818
cc-pvdz,0.001,LDA,15,3,INVARIANT_MIX,-152.76606420348782
cc-pvdz,0.001,LDA,5,1,INVARIANT_MIX,-152.75621632738338
cc-pvdz,0.001,LDA,6,1,INVARIANT_MIX,-152.71075070400263
cc-pvdz,0.001,LDA,7,1,INVARIANT_MIX,-152.68600234965797
cc-pvdz,0.001,LDA,8,1,INVARIANT_MIX,-152.6726153497105
cc-pvdz,0.001,LDA,16,3,INVARIANT_MIX,-152.67217911675667
cc-pvdz,0.001,LDA,17,3,INVARIANT_MIX,-152.6721791167562
cc-pvdz,0.001,LDA,18,3,INVARIANT_MIX,-152.67217911675618
cc-pvdz,0.001,LDA,19,3,INVARIANT_MIX,-152.61518583759337
cc-pvdz,0.001,LDA,20,3,INVARIANT_MIX,-152.6151858375932
cc-pvdz,0.001,LDA,21,3,INVARIANT_MIX,-152.6151858375928
cc-pvdz,0.001,LDA,22,3,INVARIANT_MIX,-152.6071023652941
cc-pvdz,0.001,LDA,23,3,INVARIANT_MIX,-152.60710236529388
cc-pvdz,0.001,LDA,24,3,INVARIANT_MIX,-152.6071023652935
cc-pvdz,0.001,LDA,9,1,INVARIANT_MIX,-152.59976245594768
cc-pvdz,0.001,LDA,25,3,INVARIANT_MIX,-152.59234454380294
cc-pvdz,0.001,LDA,26,3,INVARIANT_MIX,-152.59234454380277
cc-pvdz,0.001,LDA,27,3,INVARIANT_MIX,-152.59234454380265
cc-pvdz,0.001,LDA,10,1,INVARIANT_MIX,-152.5329288271385
cc-pvdz,0.001,LDA,28,3,INVARIANT_MIX,-152.53084656960667
cc-pvdz,0.001,LDA,29,3,INVARIANT_MIX,-152.53084656960652
cc-pvdz,0.001,LDA,30,3,INVARIANT_MIX,-152.53084656960633
cc-pvdz,0.001,LDA,11,1,INVARIANT_MIX,-152.50889561757984
cc-pvdz,0.001,LDA,31,3,INVARIANT_MIX,-152.49306059150132
cc-pvdz,0.001,LDA,32,3,INVARIANT_MIX,-152.49306059150106
cc-pvdz,0.001,LDA,33,3,INVARIANT_MIX,-152.49306059150084
cc-pvdz,0.001,LDA,34,3,INVARIANT_MIX,-152.4820643113581
cc-pvdz,0.001,LDA,35,3,INVARIANT_MIX,-152.4820643113581
cc-pvdz,0.001,LDA,36,3,INVARIANT_MIX,-152.482064311358
cc-pvdz,0.001,LDA,12,1,INVARIANT_MIX,-152.4465163894321
cc-pvdz,0.001,LDA,37,3,INVARIANT_MIX,-152.37217927639304
cc-pvdz,0.001,LDA,38,3,INVARIANT_MIX,-152.37217927639279
cc-pvdz,0.001,LDA,39,3,INVARIANT_MIX,-152.37217927639253
cc-pvdz,0.001,LDA,13,1,INVARIANT_MIX,-152.36539812079755
cc-pvdz,0.001,LDA,40,3,INVARIANT_MIX,-152.3587456603281
cc-pvdz,0.001,LDA,41,3,INVARIANT_MIX,-152.35874566032803
cc-pvdz,0.001,LDA,42,3,INVARIANT_MIX,-152.35874566032803
cc-pvdz,0.001,LDA,14,1,INVARIANT_MIX,-152.35295974486198
cc-pvdz,0.001,LDA,15,1,INVARIANT_MIX,-152.34811935972266
cc-pvdz,0.001,LDA,43,3,INVARIANT_MIX,-152.21495438313482
cc-pvdz,0.001,LDA,44,3,INVARIANT_MIX,-152.21495438313474
cc-pvdz,0.001,LDA,45,3,INVARIANT_MIX,-152.21495438313468
cc-pvdz,0.001,LDA,16,1,INVARIANT_MIX,-152.14879442432886
cc-pvdz,0.001,LDA,17,1,INVARIANT_MIX,-152.13755610434578
cc-pvdz,0.001,LDA,18,1,INVARIANT_MIX,-152.1369163933453
cc-pvdz,0.001,LDA,19,1,INVARIANT_MIX,-152.09864260620134
cc-pvdz,0.001,LDA,20,1,INVARIANT_MIX,-152.06089148684453
cc-pvdz,0.10000000000000009,LDA,1,1,INVARIANT_MIX,-153.0786045279332
cc-pvdz,0.10000000000000009,LDA,1,3,INVARIANT_MIX,-153.0661290007176
cc-pvdz,0.10000000000000009,LDA,2,3,INVARIANT_MIX,-153.06612900071758
cc-pvdz,0.10000000000000009,LDA,3,3,INVARIANT_MIX,-153.06612900071744
cc-pvdz,0.10000000000000009,LDA,2,1,INVARIANT_MIX,-153.00197966735112
cc-pvdz,0.10000000000000009,LDA,4,3,INVARIANT_MIX,-152.9583271977112
cc-pvdz,0.10000000000000009,LDA,5,3,INVARIANT_MIX,-152.95832719771116
cc-pvdz,0.10000000000000009,LDA,6,3,INVARIANT_MIX,-152.95832719771093
cc-pvdz,0.10000000000000009,LDA,3,1,INVARIANT_MIX,-152.9456898345928
cc-pvdz,0.10000000000000009,LDA,7,3,INVARIANT_MIX,-152.94365419675282
cc-pvdz,0.10000000000000009,LDA,8,3,INVARIANT_MIX,-152.94365419675262
cc-pvdz,0.10000000000000009,LDA,9,3,INVARIANT_MIX,-152.9436541967523
cc-pvdz,0.10000000000000009,LDA,1,5,INVARIANT_MIX,-152.85370200897606
cc-pvdz,0.10000000000000009,LDA,2,5,INVARIANT_MIX,-152.85370200897594
cc-pvdz,0.10000000000000009,LDA,3,5,INVARIANT_MIX,-152.8537020089759
cc-pvdz,0.10000000000000009,LDA,4,5,INVARIANT_MIX,-152.85370200897583
cc-pvdz,0.10000000000000009,LDA,5,5,INVARIANT_MIX,-152.85370200897577
cc-pvdz,0.10000000000000009,LDA,10,3,INVARIANT_MIX,-152.77681422021595
cc-pvdz,0.10000000000000009,LDA,11,3,INVARIANT_MIX,-152.77681422021567
cc-pvdz,0.10000000000000009,LDA,12,3,INVARIANT_MIX,-152.77681422021547
cc-pvdz,0.10000000000000009,LDA,4,1,INVARIANT_MIX,-152.76888724497115
cc-pvdz,0.10000000000000009,LDA,13,3,INVARIANT_MIX,-152.7629229813304
cc-pvdz,0.10000000000000009,LDA,14,3,INVARIANT_MIX,-152.76292298133032
cc-pvdz,0.10000000000000009,LDA,15,3,INVARIANT_MIX,-152.76292298133006
cc-pvdz,0.10000000000000009,LDA,5,1,INVARIANT_MIX,-152.7527674811516
cc-pvdz,0.10000000000000009,LDA,6,1,INVARIANT_MIX,-152.71028412989386
cc-pvdz,0.10000000000000009,LDA,7,1,INVARIANT_MIX,-152.6899822306079
cc-pvdz,0.10000000000000009,LDA,16,3,INVARIANT_MIX,-152.67402467031394
cc-pvdz,0.10000000000000009,LDA,17,3,INVARIANT_MIX,-152.67402467031388
cc-pvdz,0.10000000000000009,LDA,18,3,INVARIANT_MIX,-152.67402467031366
cc-pvdz,0.10000000000000009,LDA,8,1,INVARIANT_MIX,-152.66803786400715
cc-pvdz,0.10000000000000009,LDA,19,3,INVARIANT_MIX,-152.61535308191392
cc-pvdz,0.10000000000000009,LDA,20,3,INVARIANT_MIX,-152.6153530819139
cc-pvdz,0.10000000000000009,LDA,21,3,INVARIANT_MIX,-152.61535308191355
cc-pvdz,0.10000000000000009,LDA,22,3,INVARIANT_MIX,-152.6065780975788
cc-pvdz,0.10000000000000009,LDA,23,3,INVARIANT_MIX,-152.60657809757865
cc-pvdz,0.10000000000000009,LDA,24,3,INVARIANT_MIX,-152.6065780975784
cc-pvdz,0.10000000000000009,LDA,9,1,INVARIANT_MIX,-152.60185654508345
cc-pvdz,0.10000000000000009,LDA,25,3,INVARIANT_MIX,-152.58980937537626
cc-pvdz,0.10000000000000009,LDA,26,3,INVARIANT_MIX,-152.5898093753762
cc-pvdz,0.10000000000000009,LDA,27,3,INVARIANT_MIX,-152.58980937537603
cc-pvdz,0.10000000000000009,LDA,10,1,INVARIANT_MIX,-152.53267886939156
cc-pvdz,0.10000000000000009,LDA,28,3,INVARIANT_MIX,-152.53033148617158
cc-pvdz,0.10000000000000009,LDA,29,3,INVARIANT_MIX,-152.53033148617152
cc-pvdz,0.10000000000000009,LDA,30,3,INVARIANT_MIX,-152.53033148617143
cc-pvdz,0.10000000000000009,LDA,11,1,INVARIANT_MIX,-152.50606407879866
cc-pvdz,0.10000000000000009,LDA,31,3,INVARIANT_MIX,-152.49532896589983
cc-pvdz,0.10000000000000009,LDA,32,3,INVARIANT_MIX,-152.49532896589977
cc-pvdz,0.10000000000000009,LDA,33,3,INVARIANT_MIX,-152.49532896589957
cc-pvdz,0.10000000000000009,LDA,34,3,INVARIANT_MIX,-152.47933970482575
cc-pvdz,0.10000000000000009,LDA,35,3,INVARIANT_MIX,-152.47933970482566
cc-pvdz,0.10000000000000009,LDA,36,3,INVARIANT_MIX,-152.47933970482563
cc-pvdz,0.10000000000000009,LDA,12,1,INVARIANT_MIX,-152.44648874466705
cc-pvdz,0.10000000000000009,LDA,37,3,INVARIANT_MIX,-152.37596148211884
cc-pvdz,0.10000000000000009,LDA,38,3,INVARIANT_MIX,-152.37596148211875
cc-pvdz,0.10000000000000009,LDA,39,3,INVARIANT_MIX,-152.37596148211875
cc-pvdz,0.10000000000000009,LDA,13,1,INVARIANT_MIX,-152.3691499314119
cc-pvdz,0.10000000000000009,LDA,40,3,INVARIANT_MIX,-152.3545286862938
cc-pvdz,0.10000000000000009,LDA,41,3,INVARIANT_MIX,-152.35452868629378
cc-pvdz,0.10000000000000009,LDA,42,3,INVARIANT_MIX,-152.35452868629378
cc-pvdz,0.10000000000000009,LDA,14,1,INVARIANT_MIX,-152.3488077725058
cc-pvdz,0.10000000000000009,LDA,15,1,INVARIANT_MIX,-152.34833408165832
cc-pvdz,0.10000000000000009,LDA,43,3,INVARIANT_MIX,-152.21485840707282
cc-pvdz,0.10000000000000009,LDA,44,3,INVARIANT_MIX,-152.21485840707274
cc-pvdz,0.10000000000000009,LDA,45,3,INVARIANT_MIX,-152.21485840707265
cc-pvdz,0.10000000000000009,LDA,16,1,INVARIANT_MIX,-152.14884303900462
cc-pvdz,0.10000000000000009,LDA,17,1,INVARIANT_MIX,-152.13856915558364
cc-pvdz,0.10000000000000009,LDA,18,1,INVARIANT_MIX,-152.13535698837967
cc-pvdz,0.10000000000000009,LDA,19,1,INVARIANT_MIX,-152.09908821755113
cc-pvdz,0.10000000000000009,LDA,20,1,INVARIANT_MIX,-152.0594326142757
cc-pvdz,0.20000000000000018,LDA,1,1,INVARIANT_MIX,-153.0803160419551
cc-pvdz,0.20000000000000018,LDA,1,3,INVARIANT_MIX,-153.06507814387237
cc-pvdz,0.20000000000000018,LDA,2,3,INVARIANT_MIX,-153.06507814387237
cc-pvdz,0.20000000000000018,LDA,3,3,INVARIANT_MIX,-153.06507814387223
cc-pvdz,0.20000000000000018,LDA,2,1,INVARIANT_MIX,-152.99826639523116
cc-pvdz,0.20000000000000018,LDA,4,3,INVARIANT_MIX,-152.96046880012162
cc-pvdz,0.20000000000000018,LDA,5,3,INVARIANT_MIX,-152.9604688001215
cc-pvdz,0.20000000000000018,LDA,6,3,INVARIANT_MIX,-152.96046880012148
cc-pvdz,0.20000000000000018,LDA,3,1,INVARIANT_MIX,-152.9446551136759
cc-pvdz,0.20000000000000018,LDA,7,3,INVARIANT_MIX,-152.9395235139442
cc-pvdz,0.20000000000000018,LDA,8,3,INVARIANT_MIX,-152.939523513944
cc-pvdz,0.20000000000000018,LDA,9,3,INVARIANT_MIX,-152.93952351394395
cc-pvdz,0.20000000000000018,LDA,1,5,INVARIANT_MIX,-152.852709571493
cc-pvdz,0.20000000000000018,LDA,2,5,INVARIANT_MIX,-152.852709571493
cc-pvdz,0.20000000000000018,LDA,3,5,INVARIANT_MIX,-152.852709571493
cc-pvdz,0.20000000000000018,LDA,4,5,INVARIANT_MIX,-152.8527095714929
cc-pvdz,0.20000000000000018,LDA,5,5,INVARIANT_MIX,-152.8527095714929
cc-pvdz,0.20000000000000018,LDA,10,3,INVARIANT_MIX,-152.77857742213868
cc-pvdz,0.20000000000000018,LDA,11,3,INVARIANT_MIX,-152.77857742213862
cc-pvdz,0.20000000000000018,LDA,12,3,INVARIANT_MIX,-152.77857742213862
cc-pvdz,0.20000000000000018,LDA,4,1,INVARIANT_MIX,-152.77087788257964
cc-pvdz,0.20000000000000018,LDA,13,3,INVARIANT_MIX,-152.7591545019649
cc-pvdz,0.20000000000000018,LDA,14,3,INVARIANT_MIX,-152.75915450196462
cc-pvdz,0.20000000000000018,LDA,15,3,INVARIANT_MIX,-152.7591545019643
cc-pvdz,0.20000000000000018,LDA,5,1,INVARIANT_MIX,-152.7486716336602
cc-pvdz,0.20000000000000018,LDA,6,1,INVARIANT_MIX,-152.70910255066602
cc-pvdz,0.20000000000000018,LDA,7,1,INVARIANT_MIX,-152.69341644937464
cc-pvdz,0.20000000000000018,LDA,16,3,INVARIANT_MIX,-152.67602594515094
cc-pvdz,0.20000000000000018,LDA,17,3,INVARIANT_MIX,-152.6760259451507
cc-pvdz,0.20000000000000018,LDA,18,3,INVARIANT_MIX,-152.67602594515023
cc-pvdz,0.20000000000000018,LDA,8,1,INVARIANT_MIX,-152.66284920372405
cc-pvdz,0.20000000000000018,LDA,19,3,INVARIANT_MIX,-152.61509156024957
cc-pvdz,0.20000000000000018,LDA,20,3,INVARIANT_MIX,-152.61509156024948
